Date	U	thermD	AirP	Hum	delT	AirT	SWR	CC	Prec	MLD	W	NO3	SRP	TotP	NH4	Si	Chl
2004-04-02	8.5049625	-5.0	1019.5314930555556	36.88805555555555	-0.048591614	8.300694444444444	224.9254861111112	0.3416666666666666	0.0	-5.25	0.0068340502260699	0.0	3.0	76.0	0.01	2.1	27.0
2004-04-03	3.9830625	-0.25	1019.3857638888888	54.56017361111111	-0.0034046173	8.975451388888889	227.79861111111111	0.5375	0.0458333333333333	-5.25	0.0005662912508769	0.0	3.0	76.0	0.01	2.1	27.0
2004-04-04	3.4989375000000003	-0.25	1016.6524305555556	72.03767361111112	-0.002254486	9.247326388888888	230.6624305555556	0.6354166666666666	0.0958333333333333	-5.25	0.0032769648866675	0.0	3.0	76.0	0.01	2.1	27.0
2004-04-05	3.7684875	-0.25	1009.6472916666668	69.83347222222223	-0.0036878586	7.908888888888889	233.5157986111111	0.6770833333333334	0.0124999999999999	-5.25	0.0024570252514314	0.0	3.0	76.0	0.01	2.1	27.0
2004-04-06	4.629075	-0.25	1000.2064930555556	78.24319444444444	-0.0033245087	5.575277777777778	236.35399305555555	0.71875	0.1166666666666666	-5.25	0.0014209222664987	0.24240727722644806	30.94978904724121	73.9836654663086	0.04138098284602165	3.3681039810180664	13.139168739318848
2004-04-07	3.236925	-0.25	1003.3210763888889	73.11822916666667	-0.0025186539	5.963854166666667	239.1870486111111	0.6854166666666667	0.0041666666666666	-5.25	0.0009530719672327	0.24240727722644806	30.94978904724121	73.9836654663086	0.04138098284602165	3.3681039810180664	13.139168739318848
2004-04-08	1.9510193181818185	-0.25	1007.898952020202	73.35221275252525	-0.0039405823	5.2756944444444445	242.17333017676768	0.7083333333333334	0.0041666666666666	-5.25	0.0069489630641534	0.24240727722644806	30.94978904724121	73.9836654663086	0.04138098284602165	3.3681039810180664	13.139168739318848
2004-04-09	3.2066625	-0.25	1011.1562847222222	81.45701388888888	-0.0002975464	5.970243055555556	244.80184027777776	0.5979166666666667	0.2166666666666666	-5.25	0.0007941482217584	0.24240727722644806	30.94978904724121	73.9836654663086	0.04138098284602165	3.3681039810180664	13.139168739318848
2004-04-10	2.6347125000000005	-0.25	1011.0674652777778	80.9553125	-0.0024003983	5.417430555555556	247.58888888888887	0.5104166666666666	0.0208333333333333	-5.25	0.0013669839481186	0.3775743842124939	23.9681453704834	72.20764923095703	0.03719809278845787	3.5946340560913086	14.883766174316406
2004-04-11	1.8789	-0.25	1017.8364930555556	57.64704861111111	0.011640549	6.244375000000001	250.36392361111112	0.1458333333333333	0.0	-5.25	0.0593214211469055	0.3596211373806	13.556716918945312	69.9959716796875	0.033645883202552795	3.156236171722412	13.98119068145752
2004-04-12	1.9404375	-0.25	1022.6561458333334	73.05486111111111	0.016137123	6.609027777777778	253.11819444444447	0.7708333333333334	0.0	-5.25	0.0253756884072209	0.3660390377044678	6.348187446594238	68.98152923583984	0.031675733625888824	3.138258934020996	13.81663703918457
2004-04-13	1.5876375000000005	-0.25	1021.9974305555556	66.24010416666667	0.018447876	7.7295486111111105	255.85111111111112	0.6749999999999999	0.0	-5.25	0.089033542887336	0.3542032837867737	3.231769561767578	67.37799835205078	0.030342187732458115	3.2476308345794678	14.894039154052734
2004-04-14	1.5861375000000002	-0.25	1023.1923958333332	50.77427083333333	0.032629967	8.352916666666667	258.56923611111114	0.0041666666666666	0.0	-5.25	0.1879791999870755	0.40194636583328247	2.4421138763427734	64.58409881591797	0.02883317694067955	3.588642120361328	12.639867782592773
2004-04-15	2.3820375	-0.25	1021.2729513888888	48.235347222222224	0.032260895	10.11326388888889	261.2676736111111	0.0166666666666666	0.0	-5.25	0.1021098581667484	0.4208652377128601	1.4736684560775757	61.215301513671875	0.027880027890205383	3.6124587059020996	12.2632417678833
2004-04-16	2.8129875	-0.25	1015.0049652777778	50.37357638888889	0.0058202744	12.506354166666666	263.94614583333333	0.11875	0.0	-5.25	0.0078227043000272	0.33620136976242065	0.734935998916626	57.812965393066406	0.02786359004676342	3.5923657417297363	12.765209197998047
2004-04-17	2.175975	-0.25	1005.7050347222222	60.125590277777775	0.018007278	11.787291666666668	266.60312500000003	0.2312499999999999	0.0	-5.25	0.0252749539009242	0.3329373598098755	0.9662668108940125	55.30374526977539	0.027674175798892975	3.5675063133239746	13.61064624786377
2004-04-18	4.224600000000001	-0.25	996.004027777778	59.63645833333334	0.025356293	12.851875	269.23847222222224	0.5104166666666666	0.0	-5.25	0.0147696386139465	0.2602936625480652	1.8762354850769043	54.165184020996094	0.029024899005889893	3.452353000640869	14.3272705078125
2004-04-19	3.3447	-0.25	996.06375	77.19850694444445	0.017961502	10.813125	271.84746527777776	0.78125	0.0166666666666666	-5.25	0.0083861590850628	0.29049426317214966	3.014744520187378	51.17155838012695	0.030596988275647163	3.207703113555908	13.783011436462402
2004-04-20	1.2188625	-0.25	1007.3980555555556	66.13958333333333	0.049289703	10.4065625	274.4364583333333	0.5375	0.0	-5.25	0.115300729308488	0.10686256736516953	3.864063262939453	54.32847595214844	0.030487002804875374	3.3345696926116943	15.357477188110352
2004-04-21	1.7376375	-1.4829	1014.8075347222222	59.57336805555556	0.17601204	12.31652777777778	277.00100694444444	0.69375	0.0	-2.4924154544701644	0.2696754929932146	0.0561438724398613	4.308923721313477	55.645076751708984	0.027576405555009842	3.5348305702209473	16.793577194213867
2004-04-22	1.4155875	-2.4863	1014.3072569444444	53.84607638888889	0.31012344	14.885694444444445	279.5368055555556	0.7020833333333334	0.0	-2.045686349831348	0.6602549386144894	0.04550361633300781	4.756199836730957	52.07872009277344	0.02319897711277008	3.6261162757873535	15.469691276550293
2004-04-23	1.8699375	-0.5	1017.125	75.76864583333334	0.47222614	9.84388888888889	282.0504513888889	0.8041666666666667	0.1083333333333333	-2.155830012643523	0.492773167895017	0.04211060702800751	5.884445667266846	50.83272933959961	0.02163850888609886	3.6755590438842773	13.705341339111328
2004-04-24	2.8870500000000003	-3.0518	1021.3415625	78.81034722222222	0.47062206	8.616319444444445	284.53743055555555	0.7770833333333332	0.0333333333333333	-3.54959793721936	0.5865290654708043	0.057791877537965775	7.114689350128174	51.00901412963867	0.02549876645207405	3.630763053894043	12.61443042755127
2004-04-25	2.5320750000000003	-5.0	1024.929513888889	57.83197916666666	0.08946991	10.3609375	286.9930902777777	0.6041666666666666	0.0	-5.25	0.3985661457372154	0.09837566316127777	7.677304744720459	50.70005798339844	0.03141149505972862	3.593111276626587	14.40053939819336
2004-04-26	2.70555	-0.25	1022.2420138888888	78.61486111111111	0.0015954971	10.470555555555556	289.4247569444445	0.9875	0.0375	-5.25	0.0047769280955694	0.17133164405822754	8.789107322692871	51.506126403808594	0.03501884639263153	4.029592990875244	13.842080116271973
2004-04-27	3.0109875	-0.25	1016.6392361111112	61.06090277777778	0.008434296	11.970208333333334	291.82680555555555	0.85	0.0	-5.25	0.0065404748418331	0.19893881678581238	11.4109468460083	54.93410110473633	0.03538759425282478	4.643853664398193	13.675976753234863
2004-04-28	4.202325	-0.25	1013.3942361111112	36.78729166666667	0.031879425	12.915486111111113	294.19586805555554	0.1166666666666666	0.0	-5.25	0.0200343154959937	0.23221643269062042	7.868758678436279	52.09990692138672	0.030166901648044586	4.703765392303467	13.734025955200195
2004-04-29	6.7046625	-0.25	1009.0336111111112	36.57326388888889	-0.0014591217	13.56920138888889	296.53819444444446	0.6666666666666666	0.0	-5.25	0.0003988745397749	0.25287577509880066	5.68851900100708	50.27394104003906	0.028894653543829918	4.224721908569336	14.162093162536621
2004-04-30	7.700400000000001	-0.25	1005.7406597222222	38.37020833333333	-0.0014371872	15.11638888888889	298.84947916666664	0.5041666666666667	0.0	-5.25	0.0001927522357803	0.373262882232666	4.43590784072876	48.36817169189453	0.0301760733127594	3.3405673503875732	13.908852577209473
2004-05-01	3.6457125	-0.25	1003.6835763888888	51.35704861111111	0.004460335	15.932638888888889	301.1256597222222	0.5291666666666667	0.0	-5.25	0.0010929034326308	0.32996752858161926	4.136706352233887	46.48500061035156	0.03209144249558449	2.8550126552581787	14.099108695983887
2004-05-02	4.2353625	-0.25	1003.8538541666668	83.24145833333334	0.001791954	12.882708333333332	303.3725	0.8770833333333333	0.0041666666666666	-5.25	0.0018098261150792	0.2119760811328888	5.3266143798828125	50.90977096557617	0.033759165555238724	3.1533660888671875	12.42038345336914
2004-05-03	3.735070833333333	-0.25	1003.5254513888888	64.71309027777778	0.001414299	14.429583333333332	311.4285185185185	0.80625	0.0208333333333333	-5.25	0.000702692061167	0.16495755314826965	6.519394397735596	56.42287826538086	0.03243061527609825	3.209615468978882	11.085134506225586
2004-05-04	2.9125	-0.5	994.7291666666666	77.25	0.07433605	15.391666666666666	222.91666666666663	0.7895833333333333	0.0833333333333333	-5.25	0.1838201976051218	0.06398219615221024	7.017090797424316	66.14551544189453	0.03132051229476929	3.305191993713379	12.09808349609375
2004-05-05	4.034854166666666	-1.7869	988.0441666666668	60.493159722222224	0.34947395	16.839270833333334	272.7683101851852	0.5437500000000001	0.3208333333333333	-4.132952017622477	0.1597260306820068	0.03808138519525528	7.2545061111450195	75.16952514648438	0.029487332329154015	3.2649996280670166	15.510083198547363
