Date	thermD	delT	U	AirP	Hum	AirT	SWR	CC	Prec	days from iceoff date	MLD	W	Ice_d	NO3	SRP	TotP	NH4	Chl
2004-04-02	-5.0	-0.048591614	8.5049625	1019.5314930555556	36.88805555555555	8.300694444444444	224.9254861111112	0.3416666666666666	0.0	31.0	-5.25	0.0068340502260699	56.0	0.0	3.0	76.0	0.01	27.0
2004-04-03	-0.25	-0.0034046173	3.9830625	1019.3857638888888	54.56017361111111	8.975451388888889	227.79861111111111	0.5375	0.0458333333333333	32.0	-5.25	0.0005662912508769	56.0	0.0	3.0	76.0	0.01	27.0
2004-04-04	-0.25	-0.002254486	3.4989375000000003	1016.6524305555556	72.03767361111112	9.247326388888888	230.6624305555556	0.6354166666666666	0.0958333333333333	33.0	-5.25	0.0032769648866675	56.0	0.0	3.0	76.0	0.01	27.0
2004-04-05	-0.25	-0.0036878586	3.7684875	1009.6472916666668	69.83347222222223	7.908888888888889	233.5157986111111	0.6770833333333334	0.0124999999999999	34.0	-5.25	0.0024570252514314	56.0	0.0	3.0	76.0	0.01	27.0
2004-04-06	-0.25	-0.0033245087	4.629075	1000.2064930555556	78.24319444444444	5.575277777777778	236.35399305555555	0.71875	0.1166666666666666	35.0	-5.25	0.0014209222664987	56.0	0.8613718748092651	14.385913848876953	59.00986862182617	0.020463932305574417	21.618005752563477
2004-04-07	-0.25	-0.0025186539	3.236925	1003.3210763888889	73.11822916666667	5.963854166666667	239.1870486111111	0.6854166666666667	0.0041666666666666	36.0	-5.25	0.0009530719672327	56.0	0.8613718748092651	14.385913848876953	59.00986862182617	0.020463932305574417	21.618005752563477
2004-04-08	-0.25	-0.0039405823	1.9510193181818185	1007.898952020202	73.35221275252525	5.2756944444444445	242.17333017676768	0.7083333333333334	0.0041666666666666	37.0	-5.25	0.0069489630641534	56.0	0.8613718748092651	14.385913848876953	59.00986862182617	0.020463932305574417	21.618005752563477
2004-04-09	-0.25	-0.0002975464	3.2066625	1011.1562847222222	81.45701388888888	5.970243055555556	244.80184027777776	0.5979166666666667	0.2166666666666666	38.0	-5.25	0.0007941482217584	56.0	0.8613718748092651	14.385913848876953	59.00986862182617	0.020463932305574417	21.618005752563477
2004-04-10	-0.25	-0.0024003983	2.6347125000000005	1011.0674652777778	80.9553125	5.417430555555556	247.58888888888887	0.5104166666666666	0.0208333333333333	39.0	-5.25	0.0013669839481186	56.0	0.7178677916526794	12.393168449401855	59.93342590332031	0.018055614084005356	22.26283836364746
2004-04-11	-0.25	0.011640549	1.8789	1017.8364930555556	57.64704861111111	6.244375000000001	250.36392361111112	0.1458333333333333	0.0	40.0	-5.25	0.0593214211469055	56.0	0.596825361251831	10.153078079223633	59.85185623168945	0.015033834613859653	24.072647094726562
2004-04-12	-0.25	0.016137123	1.9404375	1022.6561458333334	73.05486111111111	6.609027777777778	253.11819444444447	0.7708333333333334	0.0	41.0	-5.25	0.0253756884072209	56.0	0.5092865228652954	8.510120391845703	59.84884262084961	0.010725184343755245	25.810550689697266
2004-04-13	-0.25	0.018447876	1.5876375000000005	1021.9974305555556	66.24010416666667	7.7295486111111105	255.85111111111112	0.6749999999999999	0.0	42.0	-5.25	0.089033542887336	56.0	0.44202351570129395	7.276501178741455	59.83354568481445	0.007301021832972765	27.46158790588379
2004-04-14	-0.25	0.032629967	1.5861375000000002	1023.1923958333332	50.77427083333333	8.352916666666667	258.56923611111114	0.0041666666666666	0.0	43.0	-5.25	0.1879791999870755	56.0	0.39862677454948425	7.178341865539551	59.95167922973633	0.008976452983915806	26.68409538269043
2004-04-15	-0.25	0.032260895	2.3820375	1021.2729513888888	48.235347222222224	10.11326388888889	261.2676736111111	0.0166666666666666	0.0	44.0	-5.25	0.1021098581667484	56.0	0.3927113115787506	7.027461528778076	60.28201675415039	0.00975717231631279	26.46944808959961
