Date	AirT	delT	U	CC	Humidity	Prec(mm/d)	swr(w/m2)	inflow(m3/s)	outflow(m3/s)	Ice_d	days from iceoff	MLD	W	thermD	O2	NOX	NH4	PO4	TotP	Si	Chl
1999-04-01	4.097500000000001	-0.3105799999999998	2.2850000000000006	0.5416666666666666	79.625	0.0	530.6	2.761	-2.327	110	-8.0	-21.0	0.0170545871054334	-15.0	436.66473388671875	1.20047926902771	0.3481847643852234	0.4477897584438324	1.028929591178894	64.79163360595703	10.66856861114502
1999-04-02	4.047916666666667	-0.2432100000000003	2.896041666666667	0.3499999999999999	82.52083333333333	0.0	558.2	2.547	-2.344	110	-7.0	-21.0	0.0283232060799362	-15.0	436.66473388671875	1.20047926902771	0.3481847643852234	0.4477897584438324	1.028929591178894	64.79163360595703	10.66856861114502
1999-04-03	2.879583333333333	-0.1259400000000003	2.453666666666668	0.3541666666666667	72.91666666666667	0.0	558.8	2.351	-2.345	110	-6.0	-21.0	0.0051622016353961	-15.0	436.66473388671875	1.20047926902771	0.3481847643852234	0.4477897584438324	1.028929591178894	64.79163360595703	10.66856861114502
1999-04-04	1.5174999999999998	0.0141199999999996	2.815458333333334	0.4125	67.79166666666667	0.0	558.4	2.1740000000000004	-2.331	110	-5.0	-21.0	0.031896408755968	-15.0	436.66473388671875	1.20047926902771	0.3481847643852234	0.4477897584438324	1.028929591178894	64.79163360595703	10.66856861114502
1999-04-05	4.11625	0.12677	3.858375	0.4875	66.75	0.0	605.6	2.014	-2.304	110	-4.0	-21.0	0.0246162508050422	-15.0	436.66473388671875	1.20047926902771	0.3481847643852234	0.4477897584438324	1.028929591178894	64.79163360595703	10.66856861114502
1999-04-06	5.820416666666667	0.2682250000000001	3.9112916666666666	0.9083333333333332	84.875	5.299999999999998	310.4	1.87	-2.269	110	-3.0	-21.0	0.0066949783101785	-15.0	436.66473388671875	1.20047926902771	0.3481847643852234	0.4477897584438324	1.028929591178894	64.79163360595703	10.66856861114502
1999-04-07	4.021250000000001	0.2420449999999996	1.828375	0.9791666666666666	94.14166666666668	7.099999999999997	183.8	1.746	-2.227	110	-2.0	-21.0	0.0061297542236169	-15.0	436.66473388671875	1.20047926902771	0.3481847643852234	0.4477897584438324	1.028929591178894	64.79163360595703	10.66856861114502
1999-04-08	4.4350000000000005	0.2251900000000004	3.940375	0.7625000000000002	76.02083333333333	0.0	572.0	1.628	-2.18	110	-1.0	-21.0	0.0220714650621454	-15.0	436.66473388671875	1.20047926902771	0.3481847643852234	0.4477897584438324	1.028929591178894	64.79163360595703	10.66856861114502
1999-04-09	8.345416666666667	0.0869799999999996	8.55725	0.8875000000000001	72.08333333333333	0.0	509.1	1.515	-2.135	110	0.0	-21.0	0.0067104964008169	-15.0	434.41632080078125	0.9044271111488342	0.2807796001434326	0.30452945828437805	1.0353589057922363	60.8665657043457	11.035514831542969
1999-04-10	8.117916666666668	0.1081049999999996	5.233208333333333	0.8541666666666669	78.74583333333334	0.0	289.3	1.41	-2.091	110	1.0	-21.0	0.0010787380616368	-15.0	423.62860107421875	0.9101800322532654	0.19338135421276093	0.4155086278915405	1.0985687971115112	63.983089447021484	10.500747680664062
1999-04-11	5.706666666666668	0.0467249999999999	6.479874999999999	0.9541666666666668	82.79166666666667	1.1999999999999995	377.9	1.312	-2.049	110	2.0	-21.0	0.0043814351451495	-15.0	409.0353698730469	0.7155250906944275	0.30749842524528503	0.4399826228618622	1.1653417348861694	68.67335510253906	9.299236297607422
1999-04-12	2.452083333333333	0.1466249999999997	4.381166666666666	0.9875000000000002	76.875	2.2000000000000006	622.5	1.219	-2.008	110	3.0	-21.0	0.0013700839457553	-15.0	403.9997863769531	0.3316265046596527	0.4221625328063965	0.27157843112945557	1.1502668857574463	66.2220458984375	10.63617992401123
1999-04-13	3.5570833333333334	0.1359149999999997	3.990875	1.0	94.25	8.099999999999996	150.7	1.13	-1.969	110	4.0	-21.0	0.0	-15.0	412.90911865234375	0.8238968253135681	0.46305611729621887	0.5999280214309692	1.2179971933364868	73.28467559814453	7.978085041046143
1999-04-14	4.98375	0.1154550000000003	3.396000000000001	0.9541666666666668	89.09583333333335	5.200000000000002	540.3	1.049	-1.931	110	5.0	-21.0	0.0035271259955481	-15.0	402.1827392578125	0.4106711447238922	0.4296312630176544	0.3562091886997223	1.17106294631958	68.51864624023438	10.32721996307373
1999-04-15	3.3529166666666668	0.0700600000000002	4.064999999999999	0.7083333333333334	85.75	0.5999999999999998	400.3	1.023	-1.894	110	6.0	-21.0	0.003810850760015	-15.0	424.74566650390625	0.45598354935646057	0.24176321923732758	0.3156493604183197	1.1066030263900757	73.48945617675781	9.293525695800781
1999-04-16	5.327499999999999	0.1750399999999992	4.5205416666666665	0.6958333333333333	66.95833333333333	0.0	589.6	1.002	-1.858	110	7.0	-21.0	0.0029171956460834	-15.0	416.9598388671875	0.28790557384490967	0.24947360157966614	0.2393137514591217	1.0859383344650269	71.7354736328125	11.363809585571289
1999-04-17	2.1645833333333333	0.0443950000000006	4.79525	0.9791666666666666	93.5	23.0	159.5	0.985	-1.822	110	8.0	-21.0	0.0030041378709149	-15.0	429.3468017578125	0.7070485949516296	0.3088589012622833	0.5469499826431274	1.1709051132202148	71.5939712524414	7.959432601928711
1999-04-18	4.867916666666667	0.0916699999999997	4.632791666666667	0.9874999999999998	93.625	9.900000000000004	148.8	0.967	-1.786	110	9.0	-21.0	0.0011274332862978	-15.0	443.5762634277344	0.7901878952980042	0.39423710107803345	0.7208840847015381	1.212451457977295	67.57807922363281	7.511449337005615
1999-04-19	4.346666666666666	0.0514149999999995	5.466791666666666	0.6708333333333334	84.29166666666667	0.2	551.7	0.947	-1.751	110	10.0	-21.0	0.0011640020601453	-15.0	419.6432800292969	0.40937119722366333	0.36949363350868225	0.4066852927207947	1.1886669397354126	54.3102912902832	8.404584884643555
1999-04-20	5.0008333333333335	0.1456450000000009	3.674375	0.2916666666666666	79.83333333333333	0.0	638.4	0.929	-1.716	110	11.0	-21.0	0.002101926403108	-15.0	409.37518310546875	0.3665737807750702	0.3240266442298889	0.25877171754837036	1.1403273344039917	53.887325286865234	10.50674819946289
1999-04-21	5.30375	0.1430049999999996	4.692916666666666	0.4208333333333333	79.66666666666667	0.0	681.0	0.914	-1.683	110	12.0	-21.0	0.0037238999161016	-15.0	440.425537109375	0.1750779002904892	0.11117393523454666	0.09941248595714569	1.0394728183746338	51.44602584838867	10.799811363220215
1999-04-22	5.553333333333334	0.0934349999999994	2.583458333333333	0.9083333333333335	86.875	0.0	358.8	0.905	-1.65	110	13.0	-21.0	0.0012484113925534	-15.0	432.223388671875	0.48267754912376404	0.08555620908737183	0.2636397182941437	1.1609463691711426	61.027469635009766	10.55739688873291
1999-04-23	6.345833333333334	0.1933250000000006	1.4078750000000004	1.0	88.33333333333333	1.1999999999999995	549.4	0.905	-1.621	110	14.0	-21.0	0.0316699188352124	-15.0	424.6477355957031	0.44659459590911865	0.23040124773979187	0.14801232516765594	1.0843065977096558	57.00177001953125	9.740679740905762
1999-04-24	6.859583333333332	0.5201250000000002	1.119125	1.0	92.66666666666669	0.5999999999999998	465.2	0.909	-1.591	110	15.0	-21.0	0.3960826413438424	-2.0	401.84893798828125	1.018951416015625	0.3529595136642456	0.2229769080877304	1.0635324716567993	66.26997375488281	8.657491683959961
1999-04-25	5.775000000000001	0.4277100000000002	2.2064166666666662	0.5625000000000001	90.27083333333331	0.0	483.3	0.917	-1.562	110	16.0	-1.674598282918058	0.0678964817469815	-2.0	406.1243896484375	0.32930511236190796	0.36579176783561707	0.1536627858877182	0.9909339547157288	62.12168502807617	8.526666641235352
1999-04-26	7.390416666666667	0.5254649999999996	3.633958333333334	0.1833333333333333	75.95833333333333	0.0	678.1	0.927	-1.534	110	17.0	-21.0	0.45373996923178	-9.0	444.98052978515625	0.23449170589447021	0.30302879214286804	0.09627595543861389	0.8780397772789001	53.49614715576172	9.077890396118164
1999-04-27	8.2875	0.5754599999999996	2.5099166666666672	0.2749999999999999	70.02499999999999	0.0	689.5	0.935	-1.507	110	18.0	-21.0	0.1832340058790822	-2.0	449.9201965332031	0.23586736619472504	0.259352445602417	0.07318364828824997	0.8618664741516113	50.62527847290039	9.522515296936035
1999-04-28	9.007083333333334	0.509855	3.166125	0.7125000000000002	73.65416666666667	0.0	370.8	0.944	-1.48	110	19.0	-11.12615345232327	0.4687007806562497	-2.0	444.26397705078125	0.3154979348182678	0.2610800266265869	0.13324283063411713	0.9624395966529846	60.490997314453125	11.4191255569458
1999-04-29	5.307916666666666	0.6066649999999996	5.447958333333333	0.3083333333333334	60.44166666666666	0.8999999999999998	607.1	0.951	-1.452	110	20.0	-11.160686053598	0.3169257073279396	-9.0	440.4471130371094	0.16917076706886292	0.38014131784439087	0.12733735144138336	0.9198616147041321	61.16128921508789	12.722343444824219
1999-04-30	4.355833333333334	0.2573800000000004	4.658541666666666	0.8041666666666667	82.27499999999999	2.399999999999999	611.6	0.958	-1.425	110	21.0	-21.0	0.0930825128534238	-15.0	445.7056579589844	0.15376152098178864	0.42305952310562134	0.08083353191614151	0.9174374341964722	50.793880462646484	12.190568923950195
1999-05-01	4.8625	0.4135850000000003	3.661916666666666	0.6916666666666668	76.33333333333333	1.1999999999999995	587.0	0.961	-1.399	110	22.0	-21.0	0.0	-15.0	441.3117370605469	0.21659398078918457	0.37063542008399963	0.05935787782073021	0.9245921969413757	50.256874084472656	11.393851280212402
1999-05-02	3.4166666666666665	0.3927100000000001	3.800708333333336	0.3875	72.0	0.2	599.4	0.961	-1.372	110	23.0	-21.0	0.0810269733848152	-15.0	439.28790283203125	0.2662432789802551	0.3201081454753876	0.05418642237782478	0.9335678219795227	45.589229583740234	10.251260757446289
