Date,AirP,AirT,RelHum,SWR,CC,Prec,U,delT,inflow(m3/s),outflow(m3/s),Ice_d,days from iceoff,W,MLD,thermD,O2,NO3N,NH4N,PO4P,TOTP,TOTN,TOC,SiO2,chl-a
2012-03-01,1002.046,6.343271,75.06233827488842,24.34749,0.2765107,0.4354392,1.518062049566028,0.3827101275,8.487061,5.090371,107,-27.0,7.922290854123361,19.0,19.0,12.858093032020575,696.661860461733,15.050566755453005,8.335864856117265,29.441110055005854,1078.823575942346,7.9660904842769895,4.138377823715369,5.580813921475054
2012-03-02,1016.285,3.645887,53.46142309105157,30.38991,0.00205254,0.3589572,1.1524097057346618,0.3799472215,7.472049,4.420741,107,-26.0,40.80443469045133,19.0,19.0,12.792907088958778,691.3294437246323,14.845418053419912,8.370758075696976,29.42706618507814,1082.49970332158,7.965908096715239,4.075673712624132,5.9161776314799654
2012-03-03,1021.017,0.1896791,66.74305366930392,35.20204,0.6618586,0.2002523,1.618469202265264,0.3771549935,6.252498,3.863704,107,-25.0,7.049711451157377,19.0,19.0,12.70137367495857,687.2196457133147,14.741515559515493,8.410996813544207,29.448846258074457,1083.6164519025426,7.972382069752534,4.130305580872229,6.314058649251497
2012-03-04,1016.973,0.01005575,67.70697505209233,60.15926,0.8118895,0.01925739,2.175780668947955,0.375427685,5.611699,3.451852,107,-24.0,4.23955746979256,19.0,19.0,12.675276337287704,678.204674971958,14.782049436911407,8.374299093708446,29.41493464218314,1083.0620319709083,7.9740761190402125,4.107859359157129,6.51636921802681
2012-03-05,1016.567,0.1010926,66.8893042345069,59.62002,0.7486333,0.0278442,1.6859418828610315,0.37434337605,5.078239,3.146667,107,-23.0,6.03484905350534,19.0,19.0,12.582826902630673,676.3659724914393,14.84775437043134,8.410026925344416,29.400184816280905,1085.4772376357691,7.975092548612819,4.0883111590193035,6.656693398737952
2012-03-06,1018.273,0.01503168,77.03822323994528,60.01448,0.9227123,0.02161342,2.537706327312016,0.373040996,4.7356,2.915555,107,-22.0,59.17691271947457,19.0,19.0,12.564426136024835,665.6321106397376,14.760780734124609,8.39575796569686,29.40805604731926,1087.1411485903695,7.975644641254054,4.061962481273437,6.824993277759419
2012-03-07,1003.322,0.8913935,86.56958584066575,79.82681,0.9644035,0.01038782,5.801070371925598,0.372627439,7.015209,4.071111,107,-21.0,5.852602030182732,19.0,19.0,12.361509180430941,658.7443107970747,14.595405443786364,8.368435053129483,29.17744708158205,1086.3174175468537,7.977176083339612,4.036865875266002,6.670883108566559
2012-03-08,1005.106,0.4761893,91.9177874264263,58.09535,0.7805881,0.05526595,1.561498915607872,0.37192128075,9.561274,6.536296,107,-20.0,28.05725472978396,19.0,19.0,12.348488211391668,656.9011213532724,14.665305478075263,8.378901067692153,29.19890593803112,1086.1591451074978,7.982402672207416,4.00353893791917,6.709771834628284
2012-03-09,1004.847,4.279768,90.68235420083047,70.34151,0.6537163,0.01862176,5.006767200948932,0.3708078087499999,11.862589000000002,7.739259,107,-19.0,3.537893353761566,19.0,19.0,12.153861247342702,647.3988251986859,14.593913153541484,8.343800987537469,28.96935499857187,1088.7893306357087,7.988965054869843,3.9738227500795493,6.901418974319924
2012-03-10,1002.752,4.865628,64.12522329768434,91.70425,0.3353758,0.005195167,3.653053854946729,0.369220865,13.7732555,7.176296,107,-18.0,1.3510604945444225,19.0,19.0,12.015307232209564,637.7140911257313,14.472582173097692,8.28349982589892,28.727060336251576,1091.455014166177,7.984655131460116,3.8737202139097002,7.060540309548675
