Date,TotN,TotP,Chl
2016-03-01,0.30183267223941296,6.884590604721388,0.8228677920859448
2016-03-02,0.3861490349871107,7.416417195565879,0.930590205371273
2016-03-03,0.3067678562010081,6.889114826451467,0.3597897434851743
2016-03-04,0.37044509122507774,7.361609119423345,0.36701031203336404
2016-03-05,0.33139344280903477,7.19639413662378,0.6800058633736786
2016-03-06,0.32793658618214755,7.309984525082141,0.7103147643149659
2016-03-07,0.3150358590714379,6.9007572471037175,0.6299404989398664
2016-03-08,0.29944802571646034,6.846495998757369,0.380889615744839
2016-03-09,0.338877138532283,7.286740186472723,0.7349007458980706
2016-03-10,0.3518157856981325,7.1035479175926435,0.5195537170702754
2016-03-11,0.3206327426772875,6.99981630065966,0.9082264731514934
2016-03-12,0.32848403900816225,7.018237794899706,0.5951585872192451
2016-03-13,0.3786389269608805,7.203823763657314,0.5194642282303541
2016-03-14,0.39419733652920425,7.137824204114869,0.7286351952725403
2016-03-15,0.3344179978011857,6.99429046829639,0.7472148002306003
2016-03-16,0.32221933375124606,6.849553507003929,1.1174728890510004
2016-03-17,0.31921952432088024,6.73547414664598,1.0435344097828692
2016-03-18,0.33892627448881385,7.416731778179708,0.8686215044977023
2016-03-19,0.2972622023284043,6.830231243530832,1.012843338186788
2016-03-20,0.35473062073277606,7.224221253432719,1.210938977770343
2016-03-21,0.2961295340504688,6.855414057804742,1.0490267504898219
2016-03-22,0.3551137501654419,7.150788843419801,1.42845313139642
2016-03-23,0.3428550693633983,7.188363108454732,0.9238147994782664
2016-03-24,0.29209096024429765,6.969003173020881,1.0375976414644021
2016-03-25,0.3637497948161648,7.191917908815415,1.1070555206060793
2016-03-26,0.3534467068615592,7.080853338173399,0.7467833798442849
2016-03-27,0.362584968230139,7.179914332049554,0.6453275678271901
2016-03-28,0.37503798739775573,7.432727247146989,0.3771567672163028
2016-03-29,0.40250986833315117,7.545683913520213,0.714705644341207
2016-03-30,0.3917413113551428,7.529020698044652,0.6341821300931588
2016-03-31,0.34008549088941825,7.211844480714774,0.4485207192622344
2016-04-01,0.3181416259928703,7.076125487876919,1.181537684016117
2016-04-02,0.37955153193893515,7.33948340673848,0.6354655425716103
