Date,NO3,SRP,TotP,NH4,Chl
2013-03-01,0.37465228724705923,56.73107921892837,77.41532882731317,0.07833686287766574,20.98497432751055
2013-03-02,0.4256730633656276,45.867516827154866,69.74688246963655,0.06766792425728331,23.20573026629741
2013-03-03,0.473368252864048,34.892764089272596,65.32621590172964,0.055561243397234276,25.68722230088279
2013-03-04,0.48029968060557937,24.28659378733233,60.066297252213424,0.04278427228474192,28.262875251117627
2013-03-05,0.47934925214626656,24.38486593043043,61.90453323256075,0.03709454978439851,29.35596895029485
2013-03-06,0.47839882368695374,24.48213851818908,63.08646316554798,0.031007180868335572,30.60420024521829
2013-03-07,0.4644642968005449,24.622824141334327,64.70912581279107,0.025217867973948895,31.83922972403543
2013-03-08,0.43303981767761224,24.619685199888092,64.89712523741721,0.025019819337375026,31.480630579814537
2013-03-09,0.38279044176350296,24.792394092372422,65.67625715130217,0.024211841085865025,31.34992654979868
2013-03-10,0.34471079226217977,24.854918177311827,66.72030630175652,0.024762201916425242,31.47465534285981
2013-03-11,0.33625456001546417,24.95730728521533,66.37111929560582,0.025038748306057967,31.48961130310783
2013-03-12,0.29609780902979643,25.032016992271632,64.6954951448303,0.026390527520384892,31.863097486010442
2013-03-13,0.260956560128288,25.04005292658726,63.51692088578587,0.027244272412651722,32.18566391106261
2013-03-14,0.2687318859189341,24.86993367282493,64.57382178520513,0.028963375514103756,32.36550689035714
2013-03-15,0.2920012880755848,24.917244590302847,65.94236166911594,0.02952407341377056,32.27171489119114
2013-03-16,0.29129738902298313,24.959970556486184,65.04732958946084,0.029079959759190623,32.05675570994527
2013-03-17,0.3296354907658187,24.981381190471428,65.52856038798214,0.027981095772489622,31.431793724168624
2013-03-18,0.3775187107056957,24.725374967363116,65.7520794007559,0.026517504508809495,31.21913285378252
2013-03-19,0.41146248779494865,24.655953565569966,66.6511821303978,0.025650074482112928,30.971599368229807
2013-03-20,0.4085806614874476,24.524813363003343,67.9224839006702,0.025972789269553598,31.055603632404477
2013-03-21,0.37811228229573063,24.70632541506405,66.38107385940346,0.02520342498213089,30.997156315475674
2013-03-22,0.36177596852415894,24.555202640250496,65.94832532153035,0.024590392424636724,31.619128931501468
2013-03-23,0.3902854003180566,24.295921133972268,67.91733564731318,0.025370905073239403,32.24137167022872
2013-03-24,0.37190918710417015,24.182044377531792,68.64699764302495,0.025952481081181478,32.70721403376647
2013-03-25,0.3709587586448574,24.124728550403624,69.93871464074144,0.026081108172038008,32.687895520867826
2013-03-26,0.37838061324209743,24.03415812231238,68.69664521717341,0.025727095396899748,32.69398047218239
2013-03-27,0.4176125691519322,24.12767710258363,66.48048617155918,0.024677011748921746,32.06289515040105
2013-03-28,0.455449030140237,24.02386806629061,66.64281476249519,0.023801292243113854,31.917368314134922
2013-03-29,0.480198873119603,24.05646874291233,64.88165333860829,0.022438839811795612,31.750011220403433
2013-03-30,0.46522837626911995,24.285119474493285,63.8096674054338,0.021994968063678448,31.713944848380425
2013-03-31,0.48360458948300644,24.294880281221815,63.91256197567531,0.02195847396783698,31.691071434057857
2013-04-01,0.4845550179423192,24.28908836093718,63.034663301604155,0.021946018378455914,31.963440661528697
2013-04-02,0.47392321597269216,24.255826477902623,63.43895611577248,0.021840848201442862,31.742267811857378
2013-04-03,0.459340567390836,24.19851042051994,64.29831843835099,0.021937579780233998,32.06189747350444
2013-04-04,0.4232583018308838,24.283802018013578,63.50843248030111,0.02314928462246228,32.350076043640634
