Date,NOX,DO_sur,DO_bot,PO4,TotP,TotN,NH4,Chl
2010-01-01,0.25735034291937897,12.118400929254847,12.43177896752037,0.08785528743527402,0.11148343242680947,0.7709892620728485,0.015861114976929606,6.723635212898169
2010-01-02,0.27995993289577686,12.076690975380597,12.448848234438865,0.08766843705046569,0.1286877082441221,0.785409937151174,0.01590111276531885,6.79055972565561
2010-01-03,0.30523057591230257,10.672281799610428,10.479045521889889,0.09856511301164479,0.11208708088842045,0.8416480480061007,0.016823435111264794,8.597851775893618
2010-01-04,0.2588121835874059,13.108827977013155,14.236344699657785,0.08274291294092918,0.11764518335984303,0.7716218625140558,0.015646085040236745,7.041004697766327
2010-01-05,0.2817077143103127,10.807562578015483,10.671517391045798,0.09802830766294847,0.10346323615526475,0.8129039902849775,0.015183302925406083,7.291519756502262
2010-01-06,0.25350671452731577,10.8558031796885,10.784940038901388,0.09205347860371625,0.1168570919980301,0.7573521375784994,0.015257049612224608,8.177896823555345
2010-01-07,0.2683266578025325,10.684999504396188,11.12538646532716,0.09423691683798434,0.11347714498218911,0.7722244710080799,0.01521516948702833,8.256418057396385
2010-01-08,0.2898971405840837,10.920652548549425,10.577281026609818,0.09522623891236626,0.12375289297550515,0.8030530134920311,0.015255185497717061,8.070743455380137
2010-01-09,0.2605452867636104,13.054727489801252,13.9363404102212,0.08202313111416075,0.10461553738592087,0.7812343270712026,0.015395496545806584,11.690877066224363
2010-01-10,0.25221140868735975,13.07932370169929,14.414085763192672,0.0813074497559143,0.09627219844414163,0.763142748488489,0.015075223482875095,11.392430129235027
2010-01-11,0.2597371997333257,13.120794311991045,13.965636842324534,0.08067607169210202,0.11293198134197313,0.7739972567616259,0.01593732928199878,7.509530112705681
2010-01-12,0.26050044895428676,13.138357250350271,13.92525832808988,0.08061423079897956,0.0975890074574943,0.7731922759533753,0.013915841156035447,8.153307646324826
2010-01-13,0.256245063276377,13.218933708098328,14.281955634892876,0.0797987562940853,0.10408125407498481,0.7691843777771848,0.01530044018234821,7.238650749726812
2010-01-14,0.26803821132653366,13.21780935070776,14.092614831653584,0.08129554395893145,0.09195035365338997,0.7721706937396442,0.01477846166748053,7.722844544929576
2010-01-15,0.2544703711175651,12.982173320185085,13.050815523194851,0.08691768407622832,0.0927052330159484,0.7664250224407488,0.01386821638899517,8.250045578966594
2010-01-16,0.26381735739919754,11.93817984859216,11.58466195312016,0.0910084390878661,0.09777696210981884,0.7692052608933417,0.016007215182726908,7.017013503875528
2010-01-17,0.2648876126474519,12.103839522924577,12.243579778718088,0.08979338740852921,0.12014640581760008,0.7755474308882763,0.0161123062272698,6.721010523298007
2010-01-18,0.3253360816542553,10.579700570548606,10.451873609078117,0.09843366873734834,0.10266987305144108,0.8663247568576776,0.014862736147508613,7.80023638398542
2010-01-19,0.3253360816542553,10.800365593631907,10.469829892976941,0.09837516049599689,0.10679354897448842,0.8619440090171819,0.014947216827026627,7.803835869688956
2010-01-20,0.2657376030792444,10.827366238668313,10.726964357720565,0.09061510653063705,0.10851173980210244,0.7680480519664636,0.014222225487737324,8.2399235093425
2010-01-21,0.26130668957487097,11.891413468585297,10.876273575839148,0.09079528047536928,0.09615506803011513,0.7713156970746065,0.014501644449159763,6.817082808187435
2010-01-22,0.27346020831755113,10.540256350838135,9.841546701425766,0.09405385984698139,0.12412544128433732,0.7848568176269243,0.01518553941730319,7.936532281634703
2010-01-23,0.2602768631770625,11.631213500793775,10.82165085970513,0.0906635024303509,0.11119359828734136,0.7806300758192101,0.015818965037622774,8.226078288873156
2010-01-24,0.2584056105869569,11.889367836828201,10.305353589477749,0.09079528047536928,0.11757688294043216,0.7800809735807679,0.015592128324739588,6.85725209502969
2010-01-25,0.29288895405738674,10.785827140283697,10.35336294191545,0.09551116848398356,0.11811900393845534,0.8040718251347627,0.015130333351627804,8.121499306721466
2010-01-26,0.3095642977336576,10.77008033863256,9.637195800776947,0.10031959310492305,0.1066553225202142,0.8341472929830417,0.01589158411115011,8.363872643208198
2010-01-27,0.2723472949611175,10.74012656989721,10.80368743996083,0.09031104037870151,0.12361223049266828,0.7704747542741122,0.01774320227970226,8.207752709761515
2010-01-28,0.2594538298449968,12.863497747468442,13.335898566767785,0.08552238696128188,0.10958183613665362,0.7772341227773099,0.016372378408944004,7.962380838185581
2010-01-29,0.25102201531319024,10.832822158013554,10.790558338609781,0.09022727440239049,0.12273761696066447,0.7588233999352179,0.015465269101265633,8.390365442977421
2010-01-30,0.2921516689871012,10.609988380161154,10.50886708177963,0.09813149407020674,0.12570177199203517,0.8230659153952845,0.016230172873721218,8.156350066222602
2010-01-31,0.2940474282104265,10.641582119845092,10.570430382321067,0.09804182625673633,0.12235510559971458,0.8428823368579347,0.017320447425256864,8.118552947396159
2010-02-01,0.2866974881772401,12.57187120540586,13.92231972327539,0.09098146633258429,0.12173768849839983,0.8244126941695568,0.01549901003687601,6.490324600856441
2010-02-02,0.27780375745550023,12.23968314176891,12.625250239354699,0.09100544247706446,0.12519487682624353,0.7870728554407789,0.01618634482901105,7.663437021418803
2010-02-03,0.272547377124368,12.684580074036779,13.344275672878434,0.0830208477616645,0.09579332971957068,0.7724200121768253,0.01529140338835934,9.599842050435512
2010-02-04,0.3221918934920796,12.49680234651929,13.76437704807028,0.09140067040729838,0.13628690119577594,0.9013661463777777,0.015555166515559915,7.440446068726515
2010-02-05,0.2814659031971562,12.697207039681219,13.158600932946005,0.0829474244722214,0.0985377798758654,0.8059017234503619,0.015517385846618449,7.240488821651161
2010-02-06,0.26162031636319494,12.628541603147651,13.093605642950017,0.0829474244722214,0.11630104084376423,0.7773865731441989,0.014485641297451288,6.458085735869034
2010-02-07,0.3312990594677526,12.584218718497096,13.405230343078763,0.09269135252449091,0.12328318423435648,0.8966298657290465,0.015183664875229728,7.482225532001898
2010-02-08,0.3329566903006002,14.762507852557697,16.65153789904164,0.082520443398803,0.12237465662001268,0.8912349751752148,0.015331555518895581,7.91425241508581
2010-02-09,0.33561940662894746,14.26785590898933,16.429405278491,0.08309035472194141,0.1182115960664966,0.8953359167754052,0.017800228476743663,7.512500083649857
2010-02-10,0.27623975499762254,14.086152555226237,15.64160180668399,0.07266291555051074,0.0913762638796193,0.7819773160256448,0.015838813637186193,7.8179991091021535
2010-02-11,0.2859541794746559,13.683012298427979,15.31602284179154,0.07444846418083144,0.10296223751057035,0.8116192010111838,0.01468888987680012,7.901634857120784
2010-02-12,0.29765355817522027,14.779827473877528,16.53518811528776,0.08133372481436221,0.11444259734904391,0.845958017456684,0.015271508544582283,7.499794820237104
2010-02-13,0.30054827914156207,14.55574410005277,16.440395515700335,0.08116289487880424,0.12077073794798379,0.8527937425761059,0.015617984563871909,7.648670489418048
2010-02-14,0.30166426935330143,14.017546669741506,15.920714591366357,0.08204323869844743,0.11430977843324103,0.8532438882685398,0.016610903621129776,7.713751754289436
2010-02-15,0.34343411578444694,14.928341910027882,16.722004327329604,0.0826902621006966,0.11889975527635885,0.8891467333860524,0.015566902237469375,7.0601760712415516
2010-02-16,0.2878424147378354,13.487125574738387,15.851983342060192,0.08218276665370208,0.11646493659505458,0.8164084349465051,0.015299240918148053,7.18734357753573
2010-02-17,0.25269936852403474,13.685912503701502,14.845478951672987,0.07012957568043496,0.07772587657427804,0.7674298030394449,0.014716999616199114,7.615843526552293
2010-02-18,0.2655581613153299,13.5536905658623,14.89174241327478,0.07012647164794548,0.07488024647613513,0.7725248118793716,0.014601132233981814,7.493805542463391
2010-02-19,0.2624975098272825,13.12767101648513,14.433238315040906,0.07114269441240452,0.09036060675324192,0.7733965036019003,0.014647725412639284,7.096206784872232
2010-02-20,0.2865684114139526,13.206263960328048,15.188082204986394,0.07891330975359605,0.08849884467344865,0.8225322196152319,0.015349093604272139,7.060943095515827
