DateTime,O2,CAR_dic,Si,N_Nit,PO4,N_Amm,Chl,SST,delT,U,AirT,CC,Prec,swr,inflow,outflow,MLD,doy,month,W,Ice_d,days_from_iceoff
1999-08-02,234.375,3434.1666666666665,49.642857142857146,0,0,0,16.8,26.3,14.4,2.7911503538333333,20.07542444875,NA,0,278.6198344617083,NA,NA,10.24210183917951,214,8,23.31857428841815,81,134
1999-08-30,259.375,3518.3333333333335,58.214285714285715,0,0.0967741935483871,0,11,22.2,10.399999999999999,3.6772224029166667,13.662922160416667,NA,0,236.26029268458333,NA,NA,14.489723484117588,242,8,26.232669584527525,81,162
1999-09-27,268.75,3616.6666666666665,48.92857142857143,0,0.8064516129032258,1.4193548387096775,12.3,17.9,5.899999999999999,4.079036476333333,12.28251419,NA,22.171999916666667,40.50258324516667,NA,NA,15.64348782110153,270,9,11.750048060083747,81,190
1999-10-26,359.375,3926.6666666666665,2.607142857142857,4,3.096774193548387,12.580645161290322,11.1,11.5,0.09999999999999964,3.498470998041667,6.9308448795,NA,0,137.66054375583334,NA,NA,NA,299,10,NA,81,219
1999-10-26,359.375,3926.6666666666665,2.607142857142857,4,3.096774193548387,12.580645161290322,7.7,11.5,0.09999999999999964,3.498470998041667,6.9308448795,NA,0,137.66054375583334,NA,NA,NA,299,10,NA,81,219
1999-11-22,331.25,3994.1666666666665,9.464285714285714,7,3.129032258064516,17.35483870967742,4.4,9.4,0.09999999999999964,2.5280257511666666,6.640842691875,NA,0,89.58070818541667,NA,NA,NA,326,11,NA,81,246
2000-03-13,409.375,3947.5,36.07142857142857,26.928571428571427,2.870967741935484,15.580645161290322,2.9,3,0.10000000000000009,2.4271423257083335,4.0900029499583335,NA,0.9287,92.88974984458333,NA,NA,NA,73,3,NA,53,6
2000-03-13,409.375,3947.5,36.07142857142857,26.928571428571427,2.870967741935484,15.580645161290322,2.9,3,0.10000000000000009,2.4271423257083335,4.0900029499583335,NA,0.9287,92.88974984458333,NA,NA,NA,73,3,NA,53,6
2000-04-10,406.25,4033.3333333333335,0,33.357142857142854,1.7096774193548387,7.290322580645161,10.1,5.7,0.10000000000000053,4.233444583083333,3.030418650416667,NA,0.9188,171.96695725291667,NA,NA,NA,101,4,NA,53,34
2000-04-10,406.25,4033.3333333333335,0,33.357142857142854,1.7096774193548387,7.290322580645161,9.3,5.7,0.10000000000000053,4.233444583083333,3.030418650416667,NA,0.9188,171.96695725291667,NA,NA,NA,101,4,NA,53,34
