Date,U,CC,delT,AirT,Prec,SWR,Humidity,inflow,outflow,Ice_d,days from iceoff,thermD,MLD,W,NOX,O2,PO4,TotP,NH4,Si,Chl
2017-03-01,4.136833333333334,0.7083333333333334,-0.1006666421890258,2.3454166666666665,0.6,332.7,91.9875,0.795,-1.027,86.0,-31.0,-20.75,-21.0,0.0609276032405825,7.872718771049294,388.16491331790263,0.8854829831732669,1.2783515819594764,0.46078268577494247,46.57303777513082,3.424419012756475
2017-03-02,3.998625,0.6208333333333333,-0.0912441909313201,1.6629166666666666,0.0,275.3,89.51666666666667,0.96,-1.025,86.0,-30.0,-20.75,-21.0,0.018077533726534,7.9696654968582195,392.5024920797028,0.9015344430059131,1.2704976278402342,0.45468335770991575,46.507695304148804,3.3979185948840627
2017-03-03,1.436625,0.9166666666666666,-0.0943800508975982,0.2675,0.4000000000000001,141.9,98.39583333333331,1.148,-1.019,86.0,-29.0,-20.75,-21.0,0.0228141844351022,7.687569647012226,393.2737862898878,0.9010704014995908,1.2673935469399635,0.461482475091117,46.43172476301811,3.3970548935479887
2017-03-04,3.76475,0.7958333333333334,-0.0768108367919921,-1.3458333333333332,0.2,221.5,84.60833333333333,1.267,-1.026,86.0,-28.0,-20.75,-21.0,0.1965206164084736,8.03471982243266,395.1355280928766,0.905060914604759,1.2760311755010925,0.476520330296071,46.32445464771665,3.3884656162288076
2017-03-05,4.873,0.8166666666666668,-0.0429080128669738,-2.8991666666666664,0.0,407.0,72.09166666666667,1.318,-1.042,86.0,-27.0,-20.75,-21.0,0.0235953015621894,8.213668009165294,398.7272451662774,0.9131407339913211,1.2872557615724154,0.4877022985712123,46.2587798970648,3.3852514972656507
2017-03-06,6.274333333333334,0.4416666666666666,-0.042536437511444,-2.447083333333333,0.0,443.9,60.50416666666666,1.326,-1.063,86.0,-26.0,-20.75,-21.0,0.027246451287765,8.32083402749461,399.47655674881725,0.9180628134363796,1.3002008520808905,0.4951046841556661,46.21969893794752,3.38024521471209
2017-03-07,6.336375,0.9166666666666666,-0.0211279690265655,-3.232083333333333,10.1,134.2,86.14166666666667,1.31,-1.085,86.0,-25.0,-20.75,-21.0,0.0078213163731642,8.218662315262456,401.2037485662809,0.9184661392159879,1.2938888538661515,0.5023113708825331,46.14946973472452,3.3823347988666277
2017-03-08,3.6921666666666666,1.0,-0.0136542245745658,-2.0025,1.3,353.2,94.15,1.292,-1.107,86.0,-24.0,-20.75,-21.0,0.0033619119783143,8.222926083588643,406.9820989659962,0.9275954449436876,1.299648074630472,0.5129065643755646,45.7811076407956,3.390720849510277
2017-03-09,3.7302083333333336,1.0,0.0108872652053833,0.9070833333333334,0.4000000000000001,200.3,98.025,1.26,-1.132,86.0,-23.0,-20.75,-21.0,0.0122958533451746,8.217168186919242,409.6605319360953,0.9161852973330714,1.3021496235486758,0.5144639338600018,45.43141482429012,3.4038761908341257
2017-03-10,2.5500000000000003,0.9541666666666666,0.00143588706851,0.9816666666666666,0.1,198.5,98.11666666666667,1.223,-1.152,86.0,-22.0,-20.75,-21.0,0.0019496067310763,8.393243922827489,410.0781057296,0.9203519053182768,1.3122267027246175,0.5113399175005215,45.4860571385924,3.419476645150494
2017-03-11,2.0555,0.1916666666666666,-0.0063513293862342,-0.2858333333333333,0.0,469.4,85.15833333333333,1.229,-1.161,86.0,-21.0,-20.75,-21.0,0.0061145996374054,8.310605535231925,412.1212646229333,0.9221588242580792,1.3239101467954748,0.5068877277063965,45.702816385247324,3.479409998612637
2017-03-12,3.413083333333333,0.65,-0.0115857645869255,2.197083333333333,0.0,402.7,69.79166666666667,1.248,-1.165,86.0,-20.0,-20.75,-21.0,0.0097921029495638,8.365476953864446,410.8093153286168,0.920292037090549,1.3331104161210694,0.4941564173122345,45.915280092573425,3.5184504958725946
2017-03-13,4.345583333333333,0.6916666666666668,-0.0089330375194549,3.7275,0.0,401.5,61.75833333333333,1.235,-1.168,86.0,-19.0,-20.75,-21.0,0.0,8.397726248511022,409.8537828332981,0.931457293165518,1.3392996289218129,0.48432236150309377,46.1259299066236,3.568103924764895
2017-03-14,6.301041666666666,0.7708333333333334,0.0019882321357727,4.3,0.0,428.5,80.17083333333333,1.335,-1.171,86.0,-18.0,-20.75,-21.0,0.001366501087265,8.615140499319542,409.345468006061,0.939400939467569,1.3583977849583557,0.47177442778924067,46.520575581014505,3.608229840624704
2017-03-15,8.891833333333333,0.3583333333333333,0.0071091651916503,4.6312500000000005,0.0,399.0,65.00833333333334,1.513,-1.177,86.0,-17.0,-20.75,-21.0,0.0012874056807416,8.483251530067974,408.4812300846249,0.915799898436037,1.3614544935357047,0.4631451742700174,47.05698134276117,3.6813354523375295
2017-03-16,5.309916666666667,0.4666666666666666,0.002075970172882,3.845833333333333,0.6,504.6,57.12916666666666,1.581,-1.189,86.0,-16.0,-20.75,-21.0,0.0,8.644639082054987,405.51102007565635,0.9316948250270887,1.378025391455729,0.46491732460532376,47.69789825404772,3.7114032721344308
2017-03-17,8.645,0.5208333333333334,0.0093291997909545,5.285833333333334,0.0,531.4,72.72916666666667,1.576,-1.212,86.0,-15.0,-20.75,-21.0,0.0049315116257258,8.512643599806214,407.3450064249973,0.9222119413825907,1.3843479849874971,0.4664594723733137,47.853193049616614,3.7557093249540108
2017-03-18,2.7991666666666664,0.5,0.0085421800613403,1.278333333333333,0.0,418.2,81.42083333333333,1.544,-1.236,86.0,-14.0,-20.75,-21.0,0.0018601360975981,8.528311346050181,406.6662555575239,0.9074369405967904,1.3757883159918218,0.4624258390867375,48.09366671264886,3.7464105292499803
2017-03-19,2.3468750000000003,0.1833333333333333,-0.0038105249404907,-0.3395833333333333,0.0,536.1,71.33749999999999,1.49,-1.258,86.0,-13.0,-20.75,-21.0,0.0055628421370994,8.460124781058791,407.9425742335373,0.8963246136108857,1.361088347533007,0.4716423619653007,48.278295752306086,3.7739864824483584
2017-03-20,2.76925,0.7916666666666666,-0.0627442598342895,-0.4358333333333333,2.0,237.3,89.87083333333334,1.428,-1.275,86.0,-12.0,-20.75,-21.0,0.1033847731940562,8.369309353863176,407.34227082263806,0.8809279559575725,1.3400656010322758,0.47843674771852795,48.458782937071035,3.7563462812454183
2017-03-21,4.717625,0.6708333333333334,-0.118259310722351,3.067916666666666,3.2000000000000006,264.4,87.35833333333333,1.367,-1.284,86.0,-11.0,-20.75,-21.0,0.1500554125836053,8.161356482447733,405.5425962790199,0.8613793956108623,1.3241992608086772,0.4761339086379304,48.47407203907995,3.747847979765885
2017-03-22,6.767499999999999,0.4624999999999999,0.0026061534881591,4.0129166666666665,0.2,448.7,78.5,1.3170000000000002,-1.288,86.0,-10.0,-20.75,-21.0,0.0,8.44674647406785,401.07807115505574,0.8727803114931453,1.3222303577460577,0.47252797315335615,48.61136663110108,3.7070543427973845
2017-03-23,4.012041666666667,0.1583333333333333,0.0024076700210571,2.14875,0.0,557.8,71.325,1.3330000000000002,-1.289,86.0,-9.0,-20.75,-21.0,0.0,8.352554707491175,401.0302789519868,0.8379991488153548,1.3120871358413528,0.46987136966384,48.61088931478914,3.7429470098269872
2017-03-24,3.845333333333333,0.4541666666666666,-0.0043699741363525,1.41,0.3,554.3,61.45416666666667,1.323,-1.272,86.0,-8.0,-20.75,-21.0,0.0018160474026795,8.647474476521102,400.0941520796094,0.8254221161245775,1.2899849243552297,0.4675106987450225,48.81984539687893,3.7368600581181144
2017-03-25,5.706499999999999,0.2875,-0.0441845655441284,3.495416666666667,0.0,524.2,70.1125,1.29,-1.255,86.0,-7.0,-20.75,-21.0,0.0189614056825228,8.716557625781585,399.01880336781994,0.8453786832399631,1.2856290711451488,0.46555159227819826,48.80035606950873,3.724793504146041
2017-03-26,6.667166666666667,0.6458333333333334,-0.0114635229110717,6.80625,0.0,505.8,62.94583333333333,1.243,-1.244,86.0,-6.0,-20.75,-21.0,0.0008637949845323,8.715765913166496,397.77784674751047,0.8640417969578164,1.2930515177999118,0.45666945426162403,48.887697825031786,3.7057720135718246
2017-03-27,6.072291666666666,0.3083333333333333,-0.0278053283691406,7.177083333333333,0.0,571.8,66.14166666666667,1.185,-1.234,86.0,-5.0,-20.75,-21.0,0.0023559495215989,8.632642608341042,400.4124630308802,0.8413749505376655,1.3024833336342698,0.44827409159859066,48.93558966837724,3.8464322481002498
2017-03-28,4.507750000000001,0.3,0.0063750743865966,3.0525,0.0,539.3,55.5875,1.118,-1.223,86.0,-4.0,-20.75,-21.0,0.0014730806713171,8.619878889694045,402.6577898465748,0.8365555456970893,1.3062459389416976,0.44778766079119026,49.061394408043334,3.8915522356710253
2017-03-29,1.3455,0.875,-0.0051627159118652,0.27625,0.5,144.4,80.55833333333332,1.046,-1.2,86.0,-3.0,-20.75,-21.0,0.0029016471548582,8.278873898085838,408.1241003564981,0.844980306166101,1.2923099159895433,0.4527124621630921,49.10695254962071,3.911009866443874
2017-03-30,2.093125,0.8791666666666668,-0.0655984878540039,0.0033333333333333,1.6000000000000003,367.3,90.48333333333332,1.002,-1.178,86.0,-2.0,-20.75,-21.0,0.1469931294116997,8.15309563096847,408.14516520334234,0.8795425309756825,1.2828373900389491,0.4539932922218308,49.20025360818289,3.868730402282851
2017-03-31,1.8652916666666668,1.0,-0.0949687957763671,1.2420833333333332,2.4,231.6,99.35833333333332,0.988,-1.158,86.0,-1.0,-20.75,-21.0,0.0812153517258271,7.751227769563291,409.0574337778076,0.8801453022346314,1.288482335628922,0.45208397791309834,48.74209608261682,3.8583786956881707
2017-04-01,4.782291666666667,0.8875000000000001,-0.1070199999999998,4.5225,0.1,230.2,99.12916666666666,0.935,-1.14,86.0,0.0,-20.75,-21.0,0.0319230762443297,7.4243124314189135,407.9397893017536,0.8576437140044808,1.2901106905790471,0.45059805996682584,48.70936164027747,3.8756486025620296
2017-04-02,4.259083333333334,0.8875000000000001,-0.3429349999999997,6.027083333333334,0.0,448.4,91.27916666666664,0.9,-1.122,86.0,1.0,-20.75,-21.0,0.0023153115138013,6.94048773971368,409.649478753314,0.8410707663414068,1.283447265878994,0.45288368113503513,48.63811430297544,3.866502504543001
2017-04-03,3.1598333333333333,0.85,-0.071285,2.3866666666666667,0.0,545.3,89.125,0.866,-1.105,86.0,2.0,-20.75,-21.0,0.0046872475933892,6.6335642227465375,409.85288463886747,0.8402363300527569,1.2803686569938246,0.45073978723169145,48.4756495732019,3.7672623323612555
2017-04-04,6.033708333333333,0.9041666666666668,0.0136487483978271,6.71625,0.0,607.0,73.96666666666667,0.858,-1.088,86.0,3.0,-20.75,-21.0,0.0,6.3077149845255605,408.83749617539644,0.7988248918382425,1.2766791867600091,0.4519354365920436,48.23520932054139,3.87793736798114
2017-04-05,5.979333333333333,0.6625,0.0114881992340087,6.555833333333333,0.5,543.0,74.50833333333334,0.85,-1.072,86.0,4.0,-20.75,-21.0,0.0007243758994759,6.127822723977357,405.45357275549304,0.7653751454062905,1.2753283166002185,0.44477942749072047,48.1685922252769,3.8987157715572094
2017-04-06,4.416041666666667,0.5125000000000001,0.0076160430908203,4.45875,0.0,591.0,74.50833333333334,0.8140000000000001,-1.056,86.0,5.0,-20.75,-21.0,0.0,5.605856886984374,406.2594440714858,0.70928478457255,1.2608259267816881,0.4423355101865007,47.88991953334842,4.068057805598071
2017-04-07,2.885291666666667,0.9041666666666668,0.1139999999999998,3.762916666666667,0.0,609.6,77.41666666666667,0.771,-1.04,86.0,6.0,-20.75,-21.0,0.0,5.239799018143488,405.77399274414256,0.672701895118783,1.2449179844336105,0.44559492379364096,48.19379139249382,4.277191135213708
2017-04-08,1.7359583333333335,1.0,0.0949404239654541,3.1025,0.1,334.7,76.10833333333333,0.726,-1.025,86.0,7.0,-20.75,-21.0,0.0100594062703056,4.480318198555811,410.7549143953114,0.6510283268441246,1.2143490103662322,0.4777954058682967,47.71472390123084,4.4072117385550476
2017-04-09,4.054833333333334,0.9875,0.1484999999999998,6.524166666666666,0.0,614.7,78.07916666666667,0.685,-1.01,86.0,8.0,-20.75,-21.0,0.0138772987210879,3.8255678372155844,412.5841418724152,0.5723753064864424,1.1753536250375887,0.5097858827258276,47.49683977602386,4.636797467646964
2017-04-10,6.275333333333333,0.775,0.0974999999999992,7.680416666666667,1.2,249.0,84.59166666666667,0.645,-0.995,86.0,9.0,-20.75,-21.0,0.0030151669244477,3.14861695811904,413.2867627179613,0.5723951890885451,1.15672601756904,0.5547323399849587,47.19314394332996,4.821665123517948
2017-04-11,5.830041666666666,0.6625,0.0998333333333327,4.36,0.0,339.6,71.02083333333333,0.609,-0.98,86.0,10.0,-20.75,-21.0,0.0014061154273809,2.645838967242292,415.4205804126183,0.5952484927670325,1.1445221332314177,0.6205177885788904,46.99452501852318,5.129642021558091
2017-04-12,2.719583333333333,1.0,0.1310000000000002,2.880416666666666,0.0,372.0,76.57083333333334,0.576,-0.966,86.0,11.0,-20.75,-21.0,0.0,2.1600920406319633,416.17941650327685,0.591490841240662,1.1285398634292234,0.688648784233248,46.76315017308282,5.543159713506978
2017-04-13,5.18725,0.6208333333333333,0.0275397300720214,1.105,0.0,235.9,72.52499999999999,0.551,-0.951,86.0,12.0,-20.75,-21.0,0.0154283657247867,2.06836106967958,418.2352480231326,0.5881379446049533,1.1230320818184787,0.7560647813536775,46.53896769608662,5.844535334871156
2017-04-14,4.4365,0.9,-0.0216536521911621,-0.975,0.0,369.1,70.17083333333333,0.534,-0.937,86.0,13.0,-20.75,-21.0,0.0,2.012879962006737,417.8679936249599,0.600768777535592,1.1169338788676533,0.8341074231083377,46.26965823047228,6.159719479308558
2017-04-15,2.7932916666666667,0.225,0.3291666666666675,-0.7266666666666667,1.0,605.3,67.29583333333333,0.513,-0.924,86.0,14.0,-20.75,-21.0,0.0,2.165317038815735,414.25824639470017,0.5796100728074528,1.1234179718770612,0.8695990355442825,46.48455617127903,6.523881250610333
2017-04-16,4.890791666666667,0.8125,0.0929231643676757,-1.70625,0.6999999999999998,370.3,76.88333333333334,0.495,-0.91,86.0,15.0,-20.75,-21.0,0.0051596582771712,2.3099555191699754,410.80283507403436,0.6425100659798282,1.1246144324682368,0.9173864238887511,46.337576501425744,6.43068210375654
2017-04-17,3.991708333333333,0.2666666666666666,-0.0245389938354492,-0.6749999999999999,1.8,620.2,72.95416666666667,0.478,-0.898,86.0,16.0,-20.75,-21.0,0.0011021904296658,2.3896140699188666,408.73043370647486,0.6111482654002914,1.1130381447663076,0.9486620113685846,46.323127463263425,6.355620061188711
2017-04-18,3.2905833333333336,0.2875,0.1061666666666667,0.7970833333333333,0.0,594.7,69.52499999999999,0.459,-0.885,86.0,17.0,-20.75,-21.0,0.0033295885782498,2.485254602236968,406.7357270006219,0.5864284173388168,1.0997814149855818,0.9494201008426094,46.21369375969788,6.118643003350369
2017-04-19,2.2590833333333333,0.75,0.3378333333333336,2.8783333333333334,0.0,805.0,65.04166666666667,0.443,-0.873,86.0,18.0,-20.75,-21.0,0.0039861635036533,2.299549769738301,406.6082361787301,0.5470747658362669,1.091059889042642,0.9421355860391686,46.08676773729836,6.078923253448024
2017-04-20,6.202333333333333,0.975,0.0961666666666669,4.83,0.9,503.0,75.075,0.426,-0.861,86.0,19.0,-20.75,-21.0,0.0,1.971727601023937,402.7818594701005,0.564540977916838,1.0876554241853742,0.9310544911319651,46.29107243397433,5.824660070842285
2017-04-21,6.439625,0.5541666666666667,0.1083333333333333,6.479583333333333,0.0,623.3,73.8,0.408,-0.85,86.0,20.0,-20.75,-21.0,0.0013530561095263,1.6266695491766916,403.37214736532985,0.5369175312771145,1.089873374534821,0.8991366866700649,46.19536010304432,5.559165025344186
2017-04-22,7.723333333333333,0.7958333333333334,0.0680000000000005,4.496666666666667,0.2,359.4,56.3625,0.391,-0.838,86.0,21.0,-20.75,-21.0,0.0006735660500039,1.4788578622063384,401.5956562547996,0.5315110638389342,1.0859390148928545,0.8806546425925628,45.99944867235826,5.2901767722199144
2017-04-23,4.244583333333334,0.4541666666666666,0.1251666666666668,3.35375,0.9,704.6,61.55833333333334,0.375,-0.826,86.0,22.0,-20.75,-21.0,0.0004650513818792,1.4215793235940162,399.138889882868,0.45373723284502,1.0999010803236924,0.8427906729037342,45.92117019165146,5.445633959392608
2017-04-24,3.820875,0.5333333333333333,-0.0015044212341308,2.8404166666666666,5.7,652.1,76.39166666666667,0.361,-0.815,86.0,23.0,-20.75,-21.0,0.0,1.3831567573356252,397.2572545469324,0.425810791050396,1.0961799955900213,0.8162614711530534,45.91784306902967,5.553032815814371
2017-04-25,3.5206666666666666,0.9083333333333332,0.0994999999999999,2.36875,6.5,462.0,96.525,0.355,-0.805,86.0,24.0,-20.75,-21.0,0.0086309439199625,1.1245867819880186,395.5340587169297,0.3891390871213268,1.0826117018082335,0.7938528437184473,46.013687444882876,5.591325020359667
2017-04-26,4.7363333333333335,0.625,0.1421666666666663,2.325416666666667,1.3,638.2,91.75833333333333,0.357,-0.797,86.0,25.0,-20.75,-21.0,0.0096685222114804,1.1142174737870514,392.28110689968577,0.3564118013592657,1.0747973736511807,0.7784219762348739,46.04329211816097,5.4825779175873395
2017-04-27,2.2715,0.2333333333333333,0.2678333333333338,3.1975,0.6,596.7,81.825,0.44,-0.792,86.0,26.0,-20.75,-21.0,0.0012646639009929,1.0868270401278008,391.4319633468587,0.28596493577042753,1.0465965562626571,0.7523110086631081,46.03219834586277,5.632184211702766
2017-04-28,3.933583333333333,0.4958333333333333,0.2003333333333339,3.2183333333333333,0.0,722.9,88.20416666666667,0.532,-0.786,86.0,27.0,-20.75,-21.0,0.0871841202606927,1.011317536609185,386.01547935258696,0.24526090223649857,1.0022795916289409,0.737526381238035,46.09441326470068,5.7175818919870816
2017-04-29,5.9638333333333335,0.8583333333333334,0.1034999999999994,4.3637500000000005,0.0,696.9,73.79166666666667,0.605,-0.781,86.0,28.0,-20.75,-21.0,0.0098125664342816,0.9073204471602322,383.83854382784074,0.1926587347346418,0.9375594157053325,0.723876238008266,46.23441708285738,5.822349162236138
2017-04-30,5.619166666666668,0.2333333333333333,0.1420000000000003,5.5,0.0,684.7,60.32083333333333,0.637,-0.775,86.0,29.0,-20.75,-21.0,0.0014803027085321,0.884428101101129,383.054245133344,0.17143447795021133,0.8668379199625356,0.7065684220398933,46.36716174533912,5.928092031954043
2017-05-01,2.239875,0.0375,0.9046666666666664,8.706666666666667,0.0,743.7,50.020833333333336,0.635,-0.768,86.0,30.0,-20.75,-21.0,0.0008890299628557,0.8705423984292437,378.41043337141355,0.14299949749379065,0.8030962396882242,0.6836730402042417,46.48502962499354,6.113608156722577
2017-05-02,3.228,0.0708333333333333,0.531404972076416,8.242916666666668,0.0,759.4,54.025,0.619,-0.762,86.0,31.0,-1.1001,-21.0,0.3803432480206301,0.8724198792688048,374.468448950711,0.12252521907868415,0.7431307193136695,0.6635849984125787,46.55046612204285,6.111710700900162
2017-05-03,3.336625,0.0583333333333333,0.939943790435791,6.97,0.0,759.5,61.89166666666667,0.592,-0.755,86.0,32.0,-5.6643,-7.188520778136207,0.1658376549616498,0.8366000312986773,369.76940681165195,0.10635231726255667,0.6838536543094944,0.6516773977815784,46.43358701561068,6.0025768759559215
2017-05-04,4.900416666666667,0.05,0.3961666666666668,5.635000000000001,0.0,776.0,62.35833333333333,0.56,-0.748,86.0,33.0,-7.0207,-21.0,0.7587504700148606,0.7768837744414867,364.151369235059,0.09397698900260018,0.6408373653706168,0.6592908505583129,46.2878447665666,5.6512498541316845
2017-05-05,1.7387083333333333,0.3291666666666666,1.0334999999999992,9.000416666666666,0.0,747.1,61.12083333333334,0.527,-0.741,86.0,34.0,-18.7146,-21.0,0.3901928559861963,0.7113432217563076,362.0207352494407,0.08943820955683614,0.6073295412654025,0.6638386507513573,46.29595301059099,5.294138256867123
