Date	SST	delT	U	AirT	Prec	swr	MLD	W	Ice_d	days_from_iceoff	inflow	outflow	O2	N_Nit	PO4	N_Amm	Si	CAR_dic	Chl
1979-03-01	0.7643887967625319	-2.6209285665725184	1.5939409927916666	-2.9924949646666668	0.4762	185.2109987	1.5481211572891111	0.0	93.0	-46	7.635921000000001	7.867275999999999	434.91485595703125	36.57984924316406	2.858154773712158	13.903326988220215	43.7659797668457	3901.149658203125	7.097477436065674
1979-03-02	0.9204335013761508	-2.4682560470072548	4.24935391275	-5.280407969541667	0.6036000416666667	188.4702901795833	1.5011164660255725	0.0	93.0	-45	7.28751	7.936561	434.91485595703125	36.57984924316406	2.858154773712158	13.903326988220215	43.7659797668457	3901.149658203125	7.097477436065674
1979-03-03	0.7272194976626976	-2.664456515307648	3.2028130653750004	-1.5174926757499998	9.677200041666667	75.18379139541666	0.65	0.0	93.0	-44	8.554949	8.209878999999999	434.91485595703125	36.57984924316406	2.858154773712158	13.903326988220215	43.7659797668457	3901.149658203125	7.097477436065674
1979-03-04	0.1748051502359043	-3.2187315883368264	1.9194686325833328	0.6166714985	3.0956	109.18775065583333	0.65	0.0	93.0	-43	9.942403	8.346746000000001	434.91485595703125	36.57984924316406	2.858154773712158	13.903326988220215	43.7659797668457	3901.149658203125	7.097477436065674
1979-03-05	0.0844672361320668	-3.3111868487154514	2.8154777010000003	-2.330825551333333	0.0822	84.29395818625	0.65	0.0	93.0	-42	9.816358	8.669169	434.91485595703125	36.57984924316406	2.858154773712158	13.903326988220215	43.7659797668457	3901.149658203125	7.097477436065674
1979-03-06	0.7001673086734953	-2.6983117867595867	2.9192401929166665	-4.94416402175	0.1777	165.19766997833332	0.65	0.0	93.0	-41	9.838399	8.78093	434.91485595703125	36.57984924316406	2.858154773712158	13.903326988220215	43.7659797668457	3901.149658203125	7.097477436065674
1979-03-07	0.1843536652990829	-3.2173395856690004	3.537658440166666	-0.8374910988750001	2.7147999166666668	85.51983380458333	0.65	0.0	93.0	-40	10.088657	9.040184	434.91485595703125	36.57984924316406	2.858154773712158	13.903326988220215	43.7659797668457	3901.149658203125	7.097477436065674
1979-03-08	0.0078894024096824	-3.39634456147173	1.9379311215416664	-0.7449935913333333	0.0131	129.71479240583332	0.65	0.0	93.0	-39	9.304002	9.072712	434.91485595703125	36.57984924316406	2.858154773712158	13.903326988220215	43.7659797668457	3901.149658203125	7.097477436065674
1979-03-09	-0.0274339415587763	-3.434932851296038	4.172225514333332	-1.520409647708333	0.0125	111.8214173275	0.65	0.0	93.0	-38	10.431268	9.230678	444.30035400390625	36.66210174560547	2.603578805923462	13.69588565826416	41.43088912963867	3925.10400390625	7.097477436065674
1979-03-10	0.5889584305720078	-2.8153025979148723	6.188487555333332	-12.510413868625	0.0	105.91708294333333	0.65	0.0	93.0	-37	10.245037	9.34655	454.2156066894531	36.77647018432617	2.416334629058838	13.446534156799316	40.114959716796875	3951.286865234375	7.097477436065674
1979-03-11	1.0884834221826427	-2.3404535380061886	3.923617040875	-10.110417429916666	0.0	146.08608388791666	0.65	0.0	93.0	-36	10.166668	9.411661	452.5307312011719	38.92023468017578	2.510434627532959	13.424171447753906	38.37739944458008	3976.248779296875	7.097477436065674
1979-03-12	1.2427543498552769	-2.2313961789662686	3.280173364625	-6.98749389625	0.0	210.64495531666665	0.65	0.0	93.0	-35	9.729857	9.429047	453.4591064453125	40.26337432861328	2.4841368198394775	13.152727127075195	44.606807708740234	4023.544677734375	7.097477436065674
1979-03-13	0.9720543893792548	-2.5481285035002346	6.079207740666669	-0.6233238219583334	0.0	160.54262351208334	0.65	0.0	93.0	-34	11.486942	9.332657	449.2913818359375	41.565738677978516	2.557187795639038	13.296103477478027	45.68596649169922	4044.9111328125	7.097477436065674
1979-03-14	0.7771863067064377	-2.811312736743337	7.797992961083334	-6.647912089041665	0.0	142.09470908333333	0.65	0.0	93.0	-33	10.955918	9.641255	451.1383361816406	42.318397521972656	2.3759524822235107	13.202529907226562	46.55559158325195	4051.06298828125	7.097477436065674
1979-03-15	1.534941530892385	-2.1467392141951698	3.617861245	-12.859579468458335	0.0	222.67770735	0.65	0.0	93.0	-32	10.81413	9.743385	448.7148742675781	43.70056915283203	2.651540756225586	12.919079780578613	49.84033966064453	4041.543701171875	7.097477912902832
1979-03-16	1.4760875930771868	-2.241039232292482	4.56198084775	-5.977493032291667	0.0	200.99546114583333	0.65	0.0	93.0	-31	10.82702	9.818865	448.3254699707031	42.671897888183594	2.729907751083374	12.845006942749023	56.28130340576172	4058.059814453125	7.097477912902832
1979-03-17	0.8848774990716173	-2.9364093007696543	4.661109165125	-0.9441665649583334	3.3224	107.357540143875	0.65	0.0	93.0	-30	12.986419	9.863753	435.70977783203125	42.581016540527344	2.8104422092437744	13.18592643737793	52.958335876464844	3985.79248046875	7.097477436065674
1979-03-18	0.2831085618711318	-3.6498434883898345	3.940945610666666	2.7733423868333333	2.5767	135.082790917625	0.65	0.0	93.0	-29	21.51806	9.819839	422.9095458984375	45.19810485839844	2.837435483932495	13.572962760925293	54.89839553833008	3896.237060546875	7.097477436065674
1979-03-19	-0.0873293497048774	-4.086734631945122	4.274210962833333	7.179583485708332	3.950900041666667	200.9719582350833	0.65	0.0	93.0	-28	25.961366	12.435768	419.46160888671875	45.86896896362305	2.8738057613372803	13.283679008483887	65.47321319580078	3799.58349609375	7.097477436065674
1979-03-20	0.1525635849002966	-3.9090120458630975	2.718663329375	4.2470921835	0.0022	220.9603338608333	0.65	0.003532343108036	93.0	-27	29.597782	14.888866	436.78192138671875	45.23609924316406	2.8759889602661133	12.49102783203125	71.16495513916016	3787.07470703125	7.097481727600098
1979-03-21	0.4122037539310629	-3.756422838756469	1.7511296575833333	3.3083409627083333	0.0354	209.87479390562493	0.65	0.0070704559678496	93.0	-26	22.566843	16.544808	437.3892517089844	46.65431594848633	3.0077035427093506	12.068263053894043	84.08301544189453	3741.02490234375	7.0974812507629395
1979-03-22	0.4222464167706425	-3.749950042395678	3.790862459958333	4.514176940958333	2.410700041666667	188.4202492619167	0.65	0.00149004138959	93.0	-25	22.437976000000003	17.856368	431.4698181152344	50.60670471191406	3.1446964740753174	11.676393508911133	98.29476928710938	3594.0126953125	7.097480773925781
1979-03-23	0.2343743155731423	-3.9404049521672766	4.9810569779166665	5.545008595833332	17.143599875	69.85216661920833	0.65	0.0011869619647795	93.0	-24	27.102959	20.793149	437.95318603515625	48.64042282104492	2.9769399166107178	11.939889907836914	86.6893310546875	3603.678955078125	7.097479820251465
1979-03-24	0.3960321486926009	-3.78013242592374	9.226216385875	-3.372910563125	10.476900125	101.28008313625	0.65	0.0002409934338591	93.0	-23	28.781026	23.915702	447.5436706542969	50.33955764770508	2.8743491172790527	10.797403335571289	77.59127044677734	3608.197265625	7.097479343414307
1979-03-25	0.9903925491567792	-3.1875272168825126	5.533215894041667	-7.244992319750001	0.0376	112.98279201029167	0.65	0.0005905603564891	93.0	-22	29.856166	25.493767	443.37994384765625	53.8592414855957	2.9988338947296143	9.37228012084961	72.49288940429688	3484.72509765625	7.097477912902832
1979-03-26	1.2440942946281708	-2.9367255986706637	2.625069559125	-4.4566584269166665	0.0	195.88325179033333	0.65	0.0036357750733909	93.0	-21	29.331446000000003	26.698718	444.0419921875	58.58552551269531	3.1524384021759033	8.518769264221191	86.84810638427734	3439.661376953125	7.097479820251465
1979-03-27	1.1847787339490727	-2.9996778167732234	2.57675615525	-3.232913716541667	0.0	215.363252005	0.65	0.00434286137867	93.0	-20	28.374766	27.467328	449.4123840332031	57.19581985473633	3.0320277214050293	8.94316577911377	95.18395233154297	3565.525390625	7.097480297088623
1979-03-28	1.1677354312416504	-3.02013685491312	4.623473818416667	0.1295931498333332	3.7436	102.72841684458334	0.65	0.0014942122802164	93.0	-19	30.207047	28.3182	456.36151123046875	52.37913131713867	2.6651113033294678	9.434805870056152	79.4678726196289	3608.818115234375	7.097479820251465
1979-03-29	1.0703979303040314	-3.1172589475193804	4.0632448009166655	1.8545954386666668	10.627700125	66.12041637679167	0.65	0.0022690936991433	93.0	-18	31.603247	30.252393	469.86279296875	48.25714111328125	2.3361992835998535	9.431918144226074	59.041221618652344	3696.091552734375	7.097479343414307
1979-03-30	0.8211148455765114	-3.3677803367840733	5.133855064416667	8.736674246083334	3.690500041666666	153.9521247975	0.65	0.0011237069628788	93.0	-17	32.742567	31.62201	476.7083740234375	49.49018478393555	2.184034824371338	9.781266212463379	53.23065185546875	3823.789794921875	7.097513198852539
1979-03-31	0.7853846969666719	-3.4057646002812927	4.236348118333334	2.477089182458333	0.0097	192.16887656375	0.65	0.0028299294934203	93.0	-16	32.059569	32.186246000000004	472.9371032714844	52.48741149902344	2.188032388687134	9.045287132263184	57.04875946044922	3849.770751953125	7.107356071472168
1979-04-01	1.0826433120445191	-3.110799121846453	4.3461918754583335	0.5950052896666667	2.986999916666667	192.8695452975	0.65	0.0047049644344224	93.0	-15	31.412229	32.774655	467.0749206542969	56.361576080322266	2.2199618816375732	8.278919219970703	70.08133697509766	3832.17333984375	7.1065673828125
1979-04-02	0.4395461373693015	-3.755131025780616	4.9402064633750005	0.1420837402916666	6.4007	69.762500445	0.65	0.0038994212766004	93.0	-14	31.799088	33.587796999999995	460.3338623046875	56.544559478759766	2.444268226623535	8.163140296936035	73.25363159179688	3698.052490234375	7.104260444641113
