Date,V1
2017-08-19,26.4125234042553
2017-08-20,25.8578416666667
2017-08-21,25.4336354166667
2017-08-22,26.7084708333333
2017-08-23,27.0070458333333
2017-08-24,27.4040270833333
2017-08-25,26.8689270833333
2017-08-26,26.4055
2017-08-27,25.670175
2017-08-28,25.13454375
2017-08-29,24.95939375
2017-08-30,26.0717270833333
2017-08-31,26.9113354166667
2017-09-01,26.0296020833333
2017-09-02,23.6122333333333
2017-09-03,24.8885125
2017-09-04,25.65048125
2017-09-05,25.52734375
2017-09-06,24.9307770833333
2017-09-07,24.5962979166667
2017-09-08,25.43651875
2017-09-09,25.25340625
2017-09-10,23.0976108108108
2017-09-11,NA
2017-09-12,NA
2017-09-13,NA
2017-09-14,NA
2017-09-15,NA
2017-09-16,NA
2017-09-17,28.57845
2017-09-18,24.7509354166667
2017-09-19,24.0428395833333
2017-09-20,25.1183041666667
2017-09-21,25.5905895833333
2017-09-22,24.76249375
2017-09-23,24.4763354166667
2017-09-24,25.7865895833333
2017-09-25,25.275825
2017-09-26,25.4097270833333
2017-09-27,25.81855
2017-09-28,25.5666979166667
2017-09-29,25.9676770833333
2017-09-30,24.666675
2017-10-01,23.0251638297872
2017-10-02,23.843375
2017-10-03,23.7797675
2017-10-04,27.1375473684211
2017-10-05,23.5268956521739
2017-10-06,25.1946893617021
2017-10-07,27.31390625
2017-10-08,26.3767244444444
2017-10-09,24.3912571428571
2017-10-10,25.0186923076923
2017-10-11,23.7954666666667
2017-10-12,25.6515166666667
2017-10-13,20.661435
2017-10-14,27.9333590909091
2017-10-15,24.71753125
2017-10-16,25.0538729166667
2017-10-17,21.485087804878
2017-10-18,20.1821979166667
2017-10-19,22.2111291666667
2017-10-20,23.2748729166667
2017-10-21,22.4231770833333
2017-10-22,23.7830083333333
2017-10-23,24.8290191489362
2017-10-24,21.2107020833333
2017-10-25,16.4020729166667
2017-10-26,13.6360229166667
2017-10-27,14.7335875
2017-10-28,17.6134395833333
2017-10-29,17.0908895833333
2017-10-30,11.4448979166667
2017-10-31,12.4740666666667
2017-11-01,15.8118041666667
2017-11-02,18.46823125
2017-11-03,19.3441666666667
2017-11-04,19.2908604166667
2017-11-05,19.6621270833333
2017-11-06,21.2110936170213
2017-11-07,20.2770291666667
2017-11-08,20.1175729166667
2017-11-09,20.8842104166667
2017-11-10,15.7422333333333
2017-11-11,16.5611458333333
2017-11-12,21.0297729166667
2017-11-13,20.0015979166667
