Date,month,U,SST,AirT,delT,Humidity,CC,swr(w/m2),Prec(mm/d),inflow(m3/s),Ice_d,days from iceoff,MLD,thermD,W,Si(mmole/m3),TotP(mmole/m3),NH4(mmole/m3),NOX(mmole/m3),PO4(mmole/m3),O2(mmole/m3),Chl(mg/m3)
2004-04-01,4,3.190208333333333,2.618,-0.6991666666666667,0.06054,67.16666666666667,0.075,621.5,0.0,2.547,106,-13.0,-21.0,-15.0,0.0156964277029961,70.427734375,0.896956205368042,0.4451003670692444,10.105968475341797,0.3491309583187103,389.7945251464844,11.68176555633545
2004-04-02,4,2.329375,2.74548,-1.3095833333333342,0.1673499999999999,70.45833333333333,0.0,628.3,0.0,2.351,106,-12.0,-21.0,-15.0,0.0322195239665836,70.427734375,0.896956205368042,0.4451003670692444,10.105968475341797,0.3491309583187103,389.7945251464844,11.68176555633545
2004-04-03,4,3.5087916666666668,2.874505,0.8270833333333333,0.218715,68.16666666666667,0.0166666666666666,625.4,0.0,2.1740000000000004,106,-11.0,-21.0,-15.0,0.0743587637641207,70.427734375,0.896956205368042,0.4451003670692444,10.105968475341797,0.3491309583187103,389.7945251464844,11.68176555633545
2004-04-04,4,3.7482083333333343,3.04331,2.724166666666667,0.3281399999999999,74.875,0.8083333333333332,432.3,2.700000000000001,2.014,106,-10.0,-21.0,-15.0,0.0246849860941924,70.427734375,0.896956205368042,0.4451003670692444,10.105968475341797,0.3491309583187103,389.7945251464844,11.68176555633545
2004-04-05,4,1.8086666666666664,3.140605,3.900416666666666,0.3839349999999997,84.95833333333333,0.9749999999999998,633.2,0.0,1.87,106,-9.0,-21.0,-15.0,0.0058914376899154,70.427734375,0.896956205368042,0.4451003670692444,10.105968475341797,0.3491309583187103,389.7945251464844,11.68176555633545
2004-04-06,4,1.89325,3.26094,3.91625,0.4406099999999999,76.33333333333333,0.9208333333333332,403.8,0.0,1.746,106,-8.0,-21.0,-15.0,0.0138999918619573,70.427734375,0.896956205368042,0.4451003670692444,10.105968475341797,0.3491309583187103,389.7945251464844,11.68176555633545
2004-04-07,4,2.3800416666666666,3.322,2.1375,0.39879,83.29166666666667,0.8166666666666668,543.1,0.0,1.628,106,-7.0,-21.0,-15.0,0.0,70.427734375,0.896956205368042,0.4451003670692444,10.105968475341797,0.3491309583187103,389.7945251464844,11.68176555633545
2004-04-08,4,2.1308333333333334,3.48048,3.659166666666668,0.5228999999999999,72.66666666666667,0.7458333333333332,601.7,0.0,1.515,106,-6.0,-21.0,-2.5002,0.0070772920015826,70.427734375,0.896956205368042,0.4451003670692444,10.105968475341797,0.3491309583187103,389.7945251464844,11.68176555633545
2004-04-09,4,4.360916666666666,3.590915,5.233333333333333,0.6351649999999998,59.958333333333336,0.4958333333333333,634.8,1.3999999999999997,1.41,106,-5.0,-21.0,-2.5002,0.0189463625641045,71.82594299316406,0.846473217010498,0.4019966423511505,10.012030601501465,0.2509498596191406,400.23590087890625,13.044066429138184
2004-04-10,4,4.545958333333333,3.695855,3.0975,0.6467350000000001,74.16666666666667,0.4416666666666668,654.9,0.5999999999999998,1.312,106,-4.0,-21.0,-2.5002,0.001292072081515,74.84219360351562,0.8244423270225525,0.3617991805076599,9.887860298156738,0.18011148273944855,410.1128234863281,13.09177303314209
2004-04-11,4,2.8830416666666667,3.79973,2.4258333333333337,0.5964000000000005,70.54166666666667,0.5416666666666669,585.2,0.1,1.219,106,-3.0,-21.0,-2.5002,0.0,80.12455749511719,0.8349721431732178,0.35413357615470886,9.654484748840332,0.14733032882213593,416.8330993652344,13.905112266540527
2004-04-12,4,3.549416666666667,3.916685,2.6537500000000005,0.6638950000000001,58.375,0.3583333333333333,647.2,0.0,1.13,106,-2.0,-21.0,-2.5002,0.0091940515750803,71.53804016113281,0.8282721638679504,0.3860107660293579,9.561090469360352,0.13145272433757782,418.0933532714844,15.075919151306152
2004-04-13,4,2.131625,4.17637,4.017916666666666,0.7857400000000005,59.083333333333336,0.7125,674.8,0.0,1.049,106,-1.0,-21.0,-2.4999,0.0067250645555453,73.3092269897461,0.8220159411430359,0.3915000855922699,9.350796699523926,0.11505040526390076,427.13555908203125,15.547229766845703
2004-04-14,4,7.556458333333332,4.446125,6.412916666666667,0.5672450000000002,67.83333333333333,0.9166666666666664,465.7,0.0,1.023,106,0.0,-21.0,-2.4999,0.0155325960652535,63.91092300415039,0.8976854681968689,0.4508633017539978,8.222677230834961,0.11615625768899918,441.0072021484375,14.406590461730957
2004-04-15,4,3.861958333333334,4.31952,8.073750000000002,0.0493999999999994,77.91666666666667,0.7625000000000001,484.9,0.0,1.002,106,1.0,-21.0,-15.0,0.0009337349527552,60.874393463134766,0.8965129852294922,0.509551465511322,6.712625980377197,0.13175292313098907,429.75616455078125,13.598991394042969
2004-04-16,4,2.098291666666667,4.34671,8.000416666666668,0.0705,65.29166666666667,0.125,631.8,0.0,0.985,106,2.0,-21.0,-15.0,0.0124502381682669,57.61342239379883,0.8440224528312683,0.4763857126235962,6.60392427444458,0.13105516135692596,422.22589111328125,14.498096466064453
2004-04-17,4,2.950416666666667,4.35977,8.509583333333333,0.02414,61.125,0.1249999999999999,664.4,0.0,0.967,106,3.0,-21.0,-15.0,0.1351122968263195,55.22681427001953,0.7971693277359009,0.4092245101928711,6.510054588317871,0.11476058512926102,423.3941955566406,15.708869934082031
2004-04-18,4,3.552958333333333,4.73969,8.646666666666667,0.0718999999999994,65.66666666666667,0.5916666666666667,607.7,0.0,0.947,106,4.0,-21.0,-15.0,0.1889237989520425,54.380226135253906,0.7926467061042786,0.37561503052711487,5.841413497924805,0.11182241886854172,430.3357849121094,17.003522872924805
2004-04-19,4,3.290791666666666,4.963545,8.483749999999999,0.1120049999999999,69.29166666666667,0.4083333333333334,653.8,0.4000000000000001,0.929,106,5.0,-21.0,-15.0,0.2330342726054788,56.1485595703125,0.7935299277305603,0.37882548570632935,5.189206600189209,0.1002514436841011,436.3147888183594,17.88515281677246
2004-04-20,4,2.864333333333334,5.0415600000000005,7.59875,0.0656900000000009,83.08333333333333,0.95,631.3,1.3000000000000005,0.914,106,6.0,-14.30776904328175,-15.0,0.2584948462631335,62.41566848754883,0.7807044386863708,0.3839455246925354,4.284379005432129,0.09424067288637161,442.73211669921875,17.248838424682617
2004-04-21,4,2.3485,5.285685,6.38,0.1517249999999999,90.95833333333331,0.9166666666666666,319.8,11.099999999999996,0.905,106,7.0,-5.261081534357669,-15.0,0.1080867317775889,73.02100372314453,0.7380971908569336,0.5822659134864807,3.52268123626709,0.0935865193605423,439.80657958984375,13.888738632202148
2004-04-22,4,1.9698749999999996,5.60846,4.684166666666666,0.3501700000000003,91.91666666666669,1.0,138.1,0.0,0.905,106,8.0,-6.049918273335641,-15.0,0.2425048450443566,58.11284255981445,0.6404546499252319,0.839190661907196,2.3021507263183594,0.23467837274074554,423.8120422363281,10.1904935836792
2004-04-23,4,2.1204583333333336,5.616565,5.222916666666667,0.4301849999999998,75.95833333333333,0.9375,440.0,0.0,0.909,106,9.0,-8.660191015516666,-2.4997,0.5760555285095764,60.85409164428711,0.7989603877067566,0.620343804359436,1.120402216911316,0.26968881487846375,418.52056884765625,10.655078887939453
2004-04-24,4,2.255458333333333,5.612335,6.071666666666666,0.3869549999999995,64.0,0.3041666666666666,661.7,0.8000000000000003,0.917,106,10.0,-7.841127953168908,-15.0,0.4022687451116468,53.27785873413086,0.7564043998718262,0.4859558343887329,0.6280991435050964,0.17752908170223236,432.5833435058594,12.951081275939941
2004-04-25,4,2.499375,5.73067,5.750416666666667,0.4242099999999995,67.33333333333333,0.5541666666666669,678.0,0.0,0.927,106,11.0,-10.11457323662009,-2.4996,0.6475221987785493,44.96149444580078,0.7100739479064941,0.42746439576148987,0.3844524621963501,0.10676576942205429,452.6146545410156,15.050448417663574
